station_name,agency,street,borough,postcode,latitude,longitude,no_of_ports,charger_types,public_charger_,fee_for_city_drivers,geometry
"DPR - 1150 Clove Road, Staten Island",DPR,1150 Clove Road,Staten Island,10301,40.618239,-74.105161,4,['Level 2 Charger'],No,No,POINT (-74.105161 40.618239)
"DPR - 4119 7th Ave, Brooklyn",DPR,4119 7th Ave,Brooklyn,11232,40.647324,-74.000818,1,['Level 2 Charger'],No,No,POINT (-74.000818 40.647324)
"DPR - 5788 Broadway, Bronx",DPR,5788 Broadway,Bronx,10471,40.884065,-73.901217,1,['EV Solar Arc Charger'],No,No,POINT (-73.901217 40.884065)
"DPR - David Sheridan Plaza, Bronx",DPR,David Sheridan Plaza,Bronx,10471,40.904759,-73.896715,2,['EV Solar Arc Charger'],No,No,POINT (-73.896715 40.904759)
"DPR - 698 West 135Th Street, Manhattan",DPR,698 West 135Th Street,Manhattan,10031,40.821351,-73.958067,2,['Level 2 Charger'],No,No,POINT (-73.958067 40.821351)
"DPR - 161 Chester Ave, Staten Island",DPR,161 Chester Ave,Staten Island,10312,40.52066,-74.184425,1,['EV Solar Arc Charger'],No,No,POINT (-74.184425 40.52066)
"DPR - 830 5th Avenue, Manhattan",DPR,830 5th Avenue,Manhattan,10065,40.767711,-73.970516,4,['Level 2 Charger'],No,No,POINT (-73.970516 40.767711)
"DPR - 20 Bronx Shore Rd, Manhattan",DPR,20 Bronx Shore Rd,Manhattan,10035,40.79952,-73.92227,14,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.92227 40.79952)
"DPR - 50 85Th St Transverse, Manhattan",DPR,50 85Th St Transverse,Manhattan,10128,40.781339,-73.962508,2,['Level 2 Charger'],No,No,POINT (-73.962508 40.781339)
"DPR - 95 Prospect Park West, Brooklyn",DPR,95 Prospect Park West,Brooklyn,11215,40.667391,-73.974508,18,['Level 2 Charger'],No,No,POINT (-73.974508 40.667391)
"DPR - 222 Poillon Ave, Staten Island",DPR,222 Poillon Ave,Staten Island,10312,40.530065,-74.176447,2,['Level 2 Charger'],No,No,POINT (-74.176447 40.530065)
"DPR - 575 Arthur Kill Rd, Staten Island",DPR,575 Arthur Kill Rd,Staten Island,10308,40.56161,-74.160443,8,['Level 2 Charger'],No,No,POINT (-74.160443 40.56161)
"DPR - 334 Furman St, Brooklyn",DPR,334 Furman St,Brooklyn,11201,40.693999,-73.999196,2,['Level 2 Charger'],No,No,POINT (-73.999196 40.693999)
"DPR - 110 Kent Ave, Brooklyn",DPR,110 Kent Ave,Brooklyn,11249,40.720795,-73.961226,2,['Level 2 Charger'],No,No,POINT (-73.961226 40.720795)
"DPR - 2-42 N 10Th St, Brooklyn",DPR,2-42 N 10Th St,Brooklyn,11249,40.717655,-73.953014,2,['Level 2 Charger'],No,No,POINT (-73.953014 40.717655)
"DPR - 1831 Unionport Rd, Bronx",DPR,1831 Unionport Rd,Bronx,10462,40.845802,-73.868694,12,['Level 2 Charger'],No,No,POINT (-73.868694 40.845802)
"DPR - 14 Bronx Shore Rd, Manhattan",DPR,14 Bronx Shore Rd,Manhattan,10035,40.79872,-73.921194,12,['Level 2 Charger'],No,No,POINT (-73.921194 40.79872)
"DPR - 37-49 Bronx Shore Rd, Manhattan",DPR,37-49 Bronx Shore Rd,Manhattan,10035,40.800068,-73.925671,2,['Level 2 Charger'],No,No,POINT (-73.925671 40.800068)
"DPR - 298 Satterlee St, Staten Island",DPR,298 Satterlee St,Staten Island,10307,40.502357,-74.25144,2,['Level 2 Charger'],No,No,POINT (-74.25144 40.502357)
"DPR - 19600 Union Tpke, Queens",DPR,19600 Union Tpke,Queens,11366,40.730929,-73.774773,5,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-73.774773 40.730929)
"DPR - 196-03 Grand Central Pkwy, Queens",DPR,196-03 Grand Central Pkwy,Queens,11423,40.725107,-73.771463,2,['Level 2 Charger'],No,No,POINT (-73.771463 40.725107)
"DPR - Cunningham Park State Rte, Queens",DPR,Cunningham Park State Rte,Queens,11366,40.728776,-73.764505,2,['EV Solar Arc Charger'],No,No,POINT (-73.764505 40.728776)
"DPR - 196-10 Union Tpke, Queens",DPR,196-10 Union Tpke,Queens,11366,40.730954,-73.77464,1,['EV Solar Arc Charger'],No,No,POINT (-73.77464 40.730954)
"DPR - 8 Olmsted Dr, Queens",DPR,8 Olmsted Dr,Queens,11368,40.752164,-73.84963,15,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-73.84963 40.752164)
"DPR - 125-40 Roosevelt Ave, Queens",DPR,125-40 Roosevelt Ave,Queens,11355,40.752442,-73.837885,3,['Level 2 Charger'],No,No,POINT (-73.837885 40.752442)
"DPR - 501 Brielle Ave, Staten Island",DPR,501 Brielle Ave,Staten Island,10314,40.592224,-74.13628,2,['Level 2 Charger'],No,No,POINT (-74.13628 40.592224)
"DPR - 25-10 Queens Plaza S, Queens",DPR,25-10 Queens Plaza S,Queens,11101,40.750369,-73.940301,2,['Level 2 Charger'],No,No,POINT (-73.940301 40.750369)
"DPR - 191-249 Nevada Ave, Staten Island",DPR,191-249 Nevada Ave,Staten Island,10306,40.584008,-74.125528,1,['Level 2 Charger'],No,No,POINT (-74.125528 40.584008)
"DPR - 2900 Flatbush Ave, Brooklyn",DPR,2900 Flatbush Ave,Brooklyn,11234,40.600248,-73.912051,3,['EV Solar Arc Charger'],No,No,POINT (-73.912051 40.600248)
"DPR - 20 Randalls Is Rd, Manhattan",DPR,20 Randalls Is Rd,Manhattan,10035,40.795535,-73.922671,2,['Level 2 Charger'],No,No,POINT (-73.922671 40.795535)
"DPR - 600 W 218th St, Manhattan",DPR,600 W 218th St,Manhattan,10034,40.872891,-73.918159,2,['EV Solar Arc Charger'],No,No,POINT (-73.918159 40.872891)
"DPR - 15 Murray Hulbert Ave, Staten Island",DPR,15 Murray Hulbert Ave,Staten Island,10301,40.636297,-74.073382,2,['Level 2 Charger'],No,No,POINT (-74.073382 40.636297)
"DPR - 405 Capodanno Blvd, Staten Island",DPR,405 Capodanno Blvd,Staten Island,10304,40.587755,-74.069261,3,['EV Solar Arc Charger'],No,No,POINT (-74.069261 40.587755)
"DPR - 829 Father Capodanno Blvd, Staten Island",DPR,829 Father Capodanno Blvd,Staten Island,10305,40.575685,-74.083179,2,['EV Solar Arc Charger'],No,No,POINT (-74.083179 40.575685)
"DPR - 920 Father Capodanno Blvd, Staten Island",DPR,920 Father Capodanno Blvd,Staten Island,10305,40.575993,-74.082618,2,['Level 3 Fast Charger'],NYC DC Fast Public Charging,No,POINT (-74.082618 40.575993)
"DPR - 625 Father Capodanno Blvd, Staten Island",DPR,625 Father Capodanno Blvd,Staten Island,10305,40.582243,-74.074594,2,['Level 3 Fast Charger'],NYC DC Fast Public Charging,No,POINT (-74.074594 40.582243)
"DPR - 631-643 Father Capodanno Blvd, Staten Island",DPR,631-643 Father Capodanno Blvd,Staten Island,10305,40.581606,-74.075187,4,['Level 2 Charger'],No,No,POINT (-74.075187 40.581606)
"DPR - 117-2 Roosevelt Ave, Queens",DPR,117-2 Roosevelt Ave,Queens,11368,40.751876,-73.849331,22,['Level 2 Charger'],No,No,POINT (-73.849331 40.751876)
"DPR - 6 Olmsted Dr, Queens",DPR,6 Olmsted Dr,Queens,11368,40.752167,-73.849641,10,['Level 2 Charger'],No,No,POINT (-73.849641 40.752167)
"DPR - 397 Coney Island Ave, Brooklyn",DPR,397 Coney Island Ave,Brooklyn,11218,40.649009,-73.971603,4,['Level 2 Charger'],No,No,POINT (-73.971603 40.649009)
"DPR - 269 Dyckman St, Manhattan",DPR,269 Dyckman St,Manhattan,10034,40.866824,-73.928811,2,['Level 2 Charger'],No,No,POINT (-73.928811 40.866824)
"DPR - 2029 Burr Ave, Bronx",DPR,2029 Burr Ave,Bronx,10461,40.853828,-73.827513,3,['EV Solar Arc Charger'],No,No,POINT (-73.827513 40.853828)
"DPR - 103-68 41st Ave, Queens",DPR,103-68 41st Ave,Queens,11368,40.74913,-73.861966,2,['Level 2 Charger'],No,No,POINT (-73.861966 40.74913)
"DPR - 23-10 Queens Plaza S, Queens",DPR,23-10 Queens Plaza S,Queens,11101,40.751136,-73.94204,2,['Level 2 Charger'],No,No,POINT (-73.94204 40.751136)
"DPR - 8298 88Th Pl, Queens",DPR,8298 88Th Pl,Queens,11385,40.701474,-73.858238,4,['Level 2 Charger'],No,No,POINT (-73.858238 40.701474)
"DPR - 43 Flushing Meadows Corona Park Rd, Queens",DPR,43 Flushing Meadows Corona Park Rd,Queens,11368,40.742377,-73.842157,4,['Level 2 Charger'],No,No,POINT (-73.842157 40.742377)
"DPR - 223 Riverside Dr, Manhattan",DPR,223 Riverside Dr,Manhattan,10025,40.795089,-73.976207,2,['EV Solar Arc Charger'],No,No,POINT (-73.976207 40.795089)
"DPR - 16-25 Seagirt Blvd, Queens",DPR,16-25 Seagirt Blvd,Queens,11694,40.595127,-73.750371,2,['Level 2 Charger'],No,No,POINT (-73.750371 40.595127)
"DPR - 1 Beach 56th Pl, Queens",DPR,1 Beach 56th Pl,Queens,11692,40.590278,-73.786049,1,['EV Solar Arc Charger'],No,No,POINT (-73.786049 40.590278)
"DPR - 9111 Shore Front Pkwy, Queens",DPR,9111 Shore Front Pkwy,Queens,11693,40.584396,-73.813149,1,['EV Solar Arc Charger'],No,No,POINT (-73.813149 40.584396)
"DPR - 8601 Shore Front Pkwy, Queens",DPR,8601 Shore Front Pkwy,Queens,11691,40.584972,-73.810876,1,['EV Solar Arc Charger'],No,No,POINT (-73.810876 40.584972)
"DPR - 9701 Shore Front Pkwy, Queens",DPR,9701 Shore Front Pkwy,Queens,11694,40.583177,-73.817764,1,['EV Solar Arc Charger'],No,No,POINT (-73.817764 40.583177)
"DPR - 858-918 Victory Blvd, Staten Island",DPR,858-918 Victory Blvd,Staten Island,10301,40.62368,-74.094745,2,['Level 2 Charger'],No,No,POINT (-74.094745 40.62368)
"DPR - 42 Revere St, Staten Island",DPR,42 Revere St,Staten Island,10301,40.62852,-74.100238,13,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-74.100238 40.62852)
"DPR - 1550 Lafayette Ave, Bronx",DPR,1550 Lafayette Ave,Bronx,10473,40.819343,-73.878396,1,['Level 2 Charger'],No,No,POINT (-73.878396 40.819343)
"DPR - 375 Sand Ln, Staten Island",DPR,375 Sand Ln,Staten Island,10305,40.59048,-74.06675,2,['Level 2 Charger'],No,No,POINT (-74.06675 40.59048)
"DPR - 208 Totten Ave, Queens",DPR,208 Totten Ave,Queens,11359,40.792442,-73.777563,1,['Level 2 Charger'],No,No,POINT (-73.777563 40.792442)
"DPR - 431 Walter Reed Rd, Queens",DPR,431 Walter Reed Rd,Queens,11359,40.794148,-73.775415,2,['Level 2 Charger'],No,No,POINT (-73.775415 40.794148)
"DPR - 1 Marina Rd, Queens",DPR,1 Marina Rd,Queens,11368,40.760974,-73.857649,1,['EV Solar Arc Charger'],Solar Carport Charging,No,POINT (-73.857649 40.760974)
"DSNY - 161 Varick Ave, Brooklyn",DSNY,161 Varick Ave,Brooklyn,11237,40.711118,-73.928548,21,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.928548 40.711118)
"DSNY - 52-35 58th St, Queens",DSNY,52-35 58th St,Queens,11377,40.734883,-73.909957,42,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.909957 40.734883)
"DSNY - 606 Milford Street, Brooklyn",DSNY,606 Milford Street,Brooklyn,11208,40.660832,-73.8697,6,['Level 2 Charger'],No,No,POINT (-73.8697 40.660832)
"DSNY - 127 2Nd Ave, Brooklyn",DSNY,127 2Nd Ave,Brooklyn,11215,40.671308,-73.994452,3,['Level 2 Charger'],No,No,POINT (-73.994452 40.671308)
"DSNY - 1595 Washington Ave, Bronx",DSNY,1595 Washington Ave,Bronx,10457,40.839498,-73.90231,4,['Level 2 Charger'],No,No,POINT (-73.90231 40.839498)
"DSNY - 1755 Pacific St, Brooklyn",DSNY,1755 Pacific St,Brooklyn,11213,40.67669,-73.931938,2,['Level 2 Charger'],No,No,POINT (-73.931938 40.67669)
"DSNY - 690 New York Ave, Brooklyn",DSNY,690 New York Ave,Brooklyn,11203,40.657155,-73.947351,2,['Level 2 Charger'],No,No,POINT (-73.947351 40.657155)
"DSNY - 5100 1St Ave, Brooklyn",DSNY,5100 1St Ave,Brooklyn,11232,40.649977,-74.02012,2,['Level 2 Charger'],No,No,POINT (-74.02012 40.649977)
"DSNY - 1824 Shore Parkway, Brooklyn",DSNY,1824 Shore Parkway,Brooklyn,11214,40.591314,-73.994488,8,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-73.994488 40.591314)
"DSNY - 5602 19th Ave, Brooklyn",DSNY,5602 19th Ave,Brooklyn,11204,40.622889,-73.982824,4,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-73.982824 40.622889)
"DSNY - 2012 Neptune Ave, Brooklyn",DSNY,2012 Neptune Ave,Brooklyn,11224,40.578665,-73.987588,1,['EV Solar Arc Charger'],No,No,POINT (-73.987588 40.578665)
"DSNY - 1397 Ralph Ave, Brooklyn",DSNY,1397 Ralph Ave,Brooklyn,11236,40.642674,-73.919717,2,['Level 2 Charger'],No,No,POINT (-73.919717 40.642674)
"DSNY - 50 Wortman Ave, Brooklyn",DSNY,50 Wortman Ave,Brooklyn,11207,40.654488,-73.890676,2,['Level 3 Fast Charger'],No,No,POINT (-73.890676 40.654488)
"DSNY - 10502 Avenue D, Brooklyn",DSNY,10502 Avenue D,Brooklyn,11236,40.653831,-73.901511,3,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.901511 40.653831)
"DSNY - 105-01 Foster Ave, Brooklyn",DSNY,105-01 Foster Ave,Brooklyn,11236,40.627727,-73.976281,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.976281 40.627727)
"DSNY - 110 E 131st St, Manhattan",DSNY,110 E 131st St,Manhattan,10037,40.808657,-73.935809,8,['Level 2 Charger'],No,No,POINT (-73.935809 40.808657)
"DSNY - 650 Casanova St, Bronx",DSNY,650 Casanova St,Bronx,10474,40.812786,-73.889857,2,['Level 2 Charger'],No,No,POINT (-73.889857 40.812786)
"DSNY - 525 Johnson Ave, Brooklyn",DSNY,525 Johnson Ave,Brooklyn,11237,40.708726,-73.926318,4,['Level 2 Charger'],No,No,POINT (-73.926318 40.708726)
"DSNY - 1331 Cromwell Ave, Bronx",DSNY,1331 Cromwell Ave,Bronx,10452,40.839273,-73.920629,1,['Level 2 Charger'],No,No,POINT (-73.920629 40.839273)
"DSNY - 465 Hamilton Ave, Brooklyn",DSNY,465 Hamilton Ave,Brooklyn,11232,40.669156,-73.996907,2,['Level 2 Charger'],No,No,POINT (-73.996907 40.669156)
"DSNY - 800 E 176Th St, Bronx",DSNY,800 E 176Th St,Bronx,10460,40.842053,-73.889504,9,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.889504 40.842053)
"DSNY - 850 Zerega Ave, Bronx",DSNY,850 Zerega Ave,Bronx,10473,40.825144,-73.843139,4,['Level 2 Charger'],No,No,POINT (-73.843139 40.825144)
"DSNY - 1635 E 233Rd St, Bronx",DSNY,1635 E 233Rd St,Bronx,10475,40.888188,-73.826903,8,['Level 2 Charger'],No,No,POINT (-73.826903 40.888188)
"DSNY - 10601 Avenue D, Brooklyn",DSNY,10601 Avenue D,Brooklyn,11236,40.654363,-73.900725,4,['Level 2 Charger'],No,No,POINT (-73.900725 40.654363)
"DSNY - 401 E 105th St, Brooklyn",DSNY,401 E 105th St,Brooklyn,11236,40.653513,-73.901371,2,['Level 2 Charger'],No,No,POINT (-73.901371 40.653513)
"DSNY - 50 Aviation Rd, Brooklyn",DSNY,50 Aviation Rd,Brooklyn,11234,40.591839,-73.882699,3,['EV Solar Arc Charger'],No,No,POINT (-73.882699 40.591839)
"DSNY - 80 Henry Street, Manhattan",DSNY,80 Henry Street,Manhattan,10002,40.71307,-73.993821,3,['Level 2 Charger'],No,No,POINT (-73.993821 40.71307)
"DSNY - 640 West 26Th Street, Manhattan",DSNY,640 West 26Th Street,Manhattan,10001,40.751183,-74.006594,9,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-74.006594 40.751183)
"DSNY - 353 Spring St, Manhattan",DSNY,353 Spring St,Manhattan,10013,40.726159,-74.010712,12,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-74.010712 40.726159)
"DSNY - 299 South St, Manhattan",DSNY,299 South St,Manhattan,10002,40.710508,-73.986196,4,['Level 3 Fast Charger'],No,No,POINT (-73.986196 40.710508)
"DSNY - 1787 W Farms Rd, Bronx",DSNY,1787 W Farms Rd,Bronx,10460,40.836086,-73.882066,2,['Level 2 Charger'],No,No,POINT (-73.882066 40.836086)
"DSNY - 4036 9th Ave, Manhattan",DSNY,4036 9th Ave,Manhattan,10034,40.869218,-73.913033,2,['Level 2 Charger'],No,No,POINT (-73.913033 40.869218)
"DSNY - 125 E 149th St, Bronx",DSNY,125 E 149th St,Bronx,10451,40.818987,-73.928909,2,['Level 2 Charger'],No,No,POINT (-73.928909 40.818987)
"DSNY - 1921 Park Ave, Manhattan",DSNY,1921 Park Ave,Manhattan,10037,40.808361,-73.936604,2,['Level 2 Charger'],No,No,POINT (-73.936604 40.808361)
"DSNY - 110 E 130th St, Manhattan",DSNY,110 E 130th St,Manhattan,10037,40.808023,-73.936268,2,['Level 2 Charger'],No,No,POINT (-73.936268 40.808023)
"DSNY - 217 E 127th St, Manhattan",DSNY,217 E 127th St,Manhattan,10035,40.804756,-73.934281,8,['Level 2 Charger'],No,No,POINT (-73.934281 40.804756)
"DSNY - 301 W 215 St, Manhattan",DSNY,301 W 215 St,Manhattan,10034,40.868199,-73.911997,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.911997 40.868199)
"DSNY - 34-28 21st St, Queens",DSNY,34-28 21st St,Queens,11106,40.762336,-73.934464,2,['Level 3 Fast Charger'],No,No,POINT (-73.934464 40.762336)
"DSNY - 58-1 52 Rd, Queens",DSNY,58-1 52 Rd,Queens,11377,40.734957,-73.909719,1,['Level 2 Charger'],No,No,POINT (-73.909719 40.734957)
"DSNY - 48-01 58 Rd, Queens",DSNY,48-01 58 Rd,Queens,11378,40.720249,-73.922845,11,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.922845 40.720249)
"DSNY - 120-15 31St Ave, Queens",DSNY,120-15 31St Ave,Queens,11354,40.769692,-73.847197,5,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.847197 40.769692)
"DSNY - 30-19 122Nd St, Queens",DSNY,30-19 122Nd St,Queens,11354,40.770849,-73.846552,7,['Level 2 Charger'],No,No,POINT (-73.846552 40.770849)
"DSNY - 13287 Atlantic Ave, Queens",DSNY,13287 Atlantic Ave,Queens,11418,40.69657,-73.816405,3,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.816405 40.69657)
"DSNY - 133-20 Atlantic Ave, Queens",DSNY,133-20 Atlantic Ave,Queens,11418,40.696682,-73.81595,2,['Level 2 Charger'],No,No,POINT (-73.81595 40.696682)
"DSNY - 130-23 150Th Ave, Queens",DSNY,130-23 150Th Ave,Queens,11430,40.664778,-73.810159,10,['Level 2 Charger'],No,No,POINT (-73.810159 40.664778)
"DSNY - 153-67 146Th Ave, Queens",DSNY,153-67 146Th Ave,Queens,11434,40.664629,-73.784675,4,['Level 2 Charger'],No,No,POINT (-73.784675 40.664629)
"DSNY - 74-75 Douglaston Parkway, Queens",DSNY,74-75 Douglaston Parkway,Queens,11362,40.743829,-73.734509,2,['Level 3 Fast Charger'],No,No,POINT (-73.734509 40.743829)
"DSNY - 51-10 Almeda Ave, Queens",DSNY,51-10 Almeda Ave,Queens,11691,40.597844,-73.782485,6,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.782485 40.597844)
"DSNY - 52-07 58th St, Queens",DSNY,52-07 58th St,Queens,11377,40.735462,-73.909675,13,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.909675 40.735462)
"DSNY - 2 Muldoon Ave, Staten Island",DSNY,2 Muldoon Ave,Staten Island,10314,40.575017,-74.196645,1,['Level 2 Charger'],No,No,POINT (-74.196645 40.575017)
"DSNY - 1000 W. Service RD, Staten Island",DSNY,1000 W. Service RD,Staten Island,10314,40.571144,-74.195327,16,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-74.195327 40.571144)
"DSNY - 2538 Richmond Ave, Staten Island",DSNY,2538 Richmond Ave,Staten Island,10314,40.586223,-74.168484,3,"['EV Solar Arc Charger', 'Level 3 Fast Charger']",No,No,POINT (-74.168484 40.586223)
"DSNY - 3 Muldoon Ave, Staten Island",DSNY,3 Muldoon Ave,Staten Island,10314,40.575234,-74.196696,6,['EV Solar Arc Charger'],No,No,POINT (-74.196696 40.575234)
"DSNY - 2500 Richmond Ave, Staten Island",DSNY,2500 Richmond Ave,Staten Island,10314,40.586997,-74.168316,4,['Level 2 Charger'],No,No,POINT (-74.168316 40.586997)
"DSNY - 450 West Service Road, Staten Island",DSNY,450 West Service Road,Staten Island,10314,40.583744,-74.193041,2,['Level 2 Charger'],No,No,POINT (-74.193041 40.583744)
"DSNY - 600 West Service Road, Staten Island",DSNY,600 West Service Road,Staten Island,10314,40.583069,-74.192892,1,['EV Solar Arc Charger'],No,No,POINT (-74.192892 40.583069)
"FDNY - 48-34 35Th St, Queens",FDNY,48-34 35Th St,Queens,11101,40.740165,-73.930693,3,['Level 2 Charger'],No,No,POINT (-73.930693 40.740165)
"FDNY - 48-58 35Th St, Queens",FDNY,48-58 35Th St,Queens,11101,40.740126,-73.9307,1,['Level 2 Charger'],No,No,POINT (-73.9307 40.740126)
"FDNY - 35 Empire Blvd, Brooklyn",FDNY,35 Empire Blvd,Brooklyn,11205,40.663276,-73.961227,1,['Level 2 Charger'],No,No,POINT (-73.961227 40.663276)
"FDNY - 418 A Weaver Ave, Queens",FDNY,418 A Weaver Ave,Queens,11359,40.793414,-73.775096,1,['Level 2 Charger'],No,No,POINT (-73.775096 40.793414)
"FDNY - 5600 1st Ave, Brooklyn",FDNY,5600 1st Ave,Brooklyn,11220,40.646985,-74.022721,2,['Level 2 Charger'],No,No,POINT (-74.022721 40.646985)
"FDNY - 453 E 176th St, Bronx",FDNY,453 E 176th St,Bronx,10457,40.846206,-73.899394,1,['Level 2 Charger'],No,No,POINT (-73.899394 40.846206)
"FDNY - 1647 Washington Ave, Bronx",FDNY,1647 Washington Ave,Bronx,10457,40.840839,-73.901556,1,['Level 3 Fast Charger'],No,No,POINT (-73.901556 40.840839)
"FDNY - 100 Duane Street, Manhattan",FDNY,100 Duane Street,Manhattan,10007,40.715463,-74.005938,1,['Level 2 Charger'],No,No,POINT (-74.005938 40.715463)
"FDNY - Randalls Island Fire Academy, Manhattan",FDNY,Randalls Island Fire Academy,Manhattan,10035,40.795535,-73.922671,2,['Level 2 Charger'],No,No,POINT (-73.922671 40.795535)
"FDNY - 400 Murray Ave, Queens",FDNY,400 Murray Ave,Queens,11359,40.79273,-73.777616,1,['Level 2 Charger'],No,No,POINT (-73.777616 40.79273)
"FDNY - 402 Murray Ave, Queens",FDNY,402 Murray Ave,Queens,11359,40.79314,-73.777925,2,['Level 2 Charger'],No,No,POINT (-73.777925 40.79314)
"FDNY - 30-30 Review Ave, Queens",FDNY,30-30 Review Ave,Queens,11101,40.736818,-73.939753,2,['Level 2 Charger'],No,No,POINT (-73.939753 40.736818)
"FDNY - 9 Metrotech Center, Brooklyn",FDNY,9 Metrotech Center,Brooklyn,11201,40.69486,-73.984674,10,['Level 2 Charger'],No,No,POINT (-73.984674 40.69486)
"FDNY - 475 Brielle Ave, Staten Island",FDNY,475 Brielle Ave,Staten Island,10314,40.593273,-74.135732,2,['Level 2 Charger'],No,No,POINT (-74.135732 40.593273)
"FDNY - 135-16 38th Ave, Queens",FDNY,135-16 38th Ave,Queens,11354,40.760328,-73.832112,1,['Level 2 Charger'],No,No,POINT (-73.832112 40.760328)
"HPD - 701 Euclid Ave, Brooklyn",HPD,701 Euclid Ave,Brooklyn,11208,40.669676,-73.870515,2,['Level 3 Fast Charger'],No,No,POINT (-73.870515 40.669676)
"HRA - 260 11th Ave, Manhattan",HRA,260 11th Ave,Manhattan,10001,40.75131,-74.005233,16,['Level 2 Charger'],No,No,POINT (-74.005233 40.75131)
"HRA - 95 Evergreen Avenue, Brooklyn",HRA,95 Evergreen Avenue,Brooklyn,11206,40.699927,-73.932531,2,['Level 3 Fast Charger'],No,No,POINT (-73.932531 40.699927)
"HRA - 10300 Foster Avenue, Brooklyn",HRA,10300 Foster Avenue,Brooklyn,11236,40.651177,-73.901274,1,['EV Solar Arc Charger'],No,No,POINT (-73.901274 40.651177)
"NYCHA - 23 Ash St, Brooklyn",NYCHA,23 Ash St,Brooklyn,11222,40.738096,-73.954533,6,['Level 2 Charger'],No,No,POINT (-73.954533 40.738096)
"NYCHA - 1260 Sutter Ave, Brooklyn",NYCHA,1260 Sutter Ave,Brooklyn,11208,40.672807,-73.871627,1,['EV Solar Arc Charger'],No,No,POINT (-73.871627 40.672807)
"NYCHA - 67 35th St, Brooklyn",NYCHA,67 35th St,Brooklyn,11232,40.656695,-74.006815,1,['EV Solar Arc Charger'],No,No,POINT (-74.006815 40.656695)
"NYCHA - 1980 Lexington Ave, Manhattan",NYCHA,1980 Lexington Ave,Manhattan,10035,40.801789,-73.939319,1,['Level 2 Charger'],No,No,POINT (-73.939319 40.801789)
"NYCHA - 90-20 170Th St, Queens",NYCHA,90-20 170Th St,Queens,11432,40.708578,-73.790579,1,['Level 2 Charger'],No,No,POINT (-73.790579 40.708578)
"NYCHA - 35-35 21st St, Queens",NYCHA,35-35 21st St,Queens,11106,40.760888,-73.935819,1,['EV Solar Arc Charger'],No,No,POINT (-73.935819 40.760888)
"NYCHA - 1741 Bruckner Blvd, Bronx",NYCHA,1741 Bruckner Blvd,Bronx,10472,40.825243,-73.867481,1,['EV Solar Arc Charger'],No,No,POINT (-73.867481 40.825243)
"NYCHA - 3 St. James Pl, Manhattan",NYCHA,3 St. James Pl,Manhattan,10038,40.71108,-74.000397,3,"['EV Solar Arc Charger', 'Level 2 Charger']",No,No,POINT (-74.000397 40.71108)
"NYPD - 87-34 118th St, Queens",NYPD,87-34 118th St,Queens,11418,40.699311,-73.83157,2,['Level 2 Charger'],No,No,POINT (-73.83157 40.699311)
"NYPD - 103-53 101st St, Queens",NYPD,103-53 101st St,Queens,11417,40.682344,-73.840046,1,['Level 2 Charger'],No,No,POINT (-73.840046 40.682344)
"NYPD - 71-01 Parsons Blvd, Queens",NYPD,71-01 Parsons Blvd,Queens,11365,40.7301,-73.810908,1,['Level 2 Charger'],No,No,POINT (-73.810908 40.7301)
"NYPD - 68-40 Austin St, Queens",NYPD,68-40 Austin St,Queens,11375,40.722429,-73.850982,1,['Level 2 Charger'],No,No,POINT (-73.850982 40.722429)
"NYPD - 167-02 Baisley Blvd, Queens",NYPD,167-02 Baisley Blvd,Queens,11434,40.679976,-73.776214,1,['Level 2 Charger'],No,No,POINT (-73.776214 40.679976)
"NYPD - 3416 Astoria Blvd, Queens",NYPD,3416 Astoria Blvd,Queens,11103,40.769581,-73.915593,1,['Level 3 Fast Charger'],No,No,POINT (-73.915593 40.769581)
"NYPD - 92-01 Northern Blvd, Queens",NYPD,92-01 Northern Blvd,Queens,11372,40.75656,-73.87593,1,['Level 3 Fast Charger'],No,No,POINT (-73.87593 40.75656)
