,agency,station_name,charger_types,no_of_ports,street,city,postcode,borough,public_charger_,fee_for_city_drivers,latitude,longitude,community_district,council_district,census_tract,bin,bbl,nta,station_id,geometry
357,NYCHA,"NYCHA - 90-20 170Th St, Queens",['Level 2 Charger'],1,90-20 170Th St,Jamaica,11432,Queens,No,No,40.708578,-73.790579,412.0,27.0,460.0,4209721.0,4098020041.0,QN1201,urn:agentwin:city:ev-charging-station:59bdc4fef993ed3d7e9101b068b6b8bf756d150afbfbe329d884f29f7c3a62b5,POINT (-73.790579 40.708578)
358,NYCHA,"NYCHA - 35-35 21st St, Queens",['EV Solar Arc Charger'],1,35-35 21st St,Queens,11106,Queens,No,No,40.760888,-73.935819,401.0,26.0,47.0,4430706.0,4003350002.0,QN0105,urn:agentwin:city:ev-charging-station:3b6d22123937bf6813a43f9a33172b9e6606e9d59967013cff7db1916d2f7fbb,POINT (-73.935819 40.760888)
359,NYCHA,"NYCHA - 1741 Bruckner Blvd, Bronx",['EV Solar Arc Charger'],1,1741 Bruckner Blvd,The Bronx,10472,Bronx,No,No,40.825243,-73.867481,209.0,18.0,44.0,,,BX0901,urn:agentwin:city:ev-charging-station:61c6dd692563efee6d696f5b9e5c2fb6146c35e285daf02fa97026eb22c0286c,POINT (-73.867481 40.825243)
360,NYCHA,"NYCHA - 3 St. James Pl, Manhattan","['EV Solar Arc Charger', 'Level 2 Charger']",3,3 St. James Pl,New York,10038,Manhattan,No,No,40.71108,-74.000397,103.0,1.0,25.0,1077416.0,1001110100.0,MN0301,urn:agentwin:city:ev-charging-station:7f18862ed5d27edec2c396d3a8d134b0cf53a90d77ba7414b3a5d1163251e2b7,POINT (-74.000397 40.71108)
361,NYPD,"NYPD - 87-34 118th St, Queens",['Level 2 Charger'],2,87-34 118th St,Queens,11418,Queens,No,No,40.699311,-73.83157,409.0,29.0,122.0,4195880.0,4093270021.0,QN0902,urn:agentwin:city:ev-charging-station:45c31f100a8ba70c7b0282fb1ad1550def1675c5b4f6a9b6f42f4d8168930ca9,POINT (-73.83157 40.699311)
362,NYPD,"NYPD - 103-53 101st St, Queens",['Level 2 Charger'],1,103-53 101st St,Queens,11417,Queens,No,No,40.682344,-73.840046,410.0,29.0,112.0,4201325.0,4095050061.0,QN0904,urn:agentwin:city:ev-charging-station:e103f83af4ede6d5614a9711e3ae00c7e9a64359d366998b81b7a2661a35cda4,POINT (-73.840046 40.682344)
363,NYPD,"NYPD - 71-01 Parsons Blvd, Queens",['Level 2 Charger'],1,71-01 Parsons Blvd,Queens,11365,Queens,No,No,40.7301,-73.810908,408.0,24.0,122704.0,4445325.0,4067970040.0,QN0802,urn:agentwin:city:ev-charging-station:a6523cd762275e0ccb37f8b734e3d2ed55dd419f1d0007d9afa26be061a98b5f,POINT (-73.810908 40.7301)
364,NYPD,"NYPD - 68-40 Austin St, Queens",['Level 2 Charger'],1,68-40 Austin St,Forest Hills,11375,Queens,No,No,40.722429,-73.850982,406.0,29.0,711.0,4077446.0,4032340022.0,QN0602,urn:agentwin:city:ev-charging-station:83533d58c363ac90eae731800d11f2b5a75f250addb2a44c09349ac833091962,POINT (-73.850982 40.722429)
365,NYPD,"NYPD - 167-02 Baisley Blvd, Queens",['Level 2 Charger'],1,167-02 Baisley Blvd,Jamaica,11434,Queens,No,No,40.679976,-73.776214,412.0,28.0,33403.0,4270044.0,4124950045.0,QN1204,urn:agentwin:city:ev-charging-station:f6e5a1ed7fc183a2dd2c60854d5d0737a32823fc6358c2ce031cfb548a236fa8,POINT (-73.776214 40.679976)
366,NYPD,"NYPD - 3416 Astoria Blvd, Queens",['Level 3 Fast Charger'],1,3416 Astoria Blvd,Long Island City,11103,Queens,No,No,40.769581,-73.915593,401.0,22.0,6501.0,4009361.0,4006320030.0,QN0103,urn:agentwin:city:ev-charging-station:b8065ced72f4b0ab9949abf3adeec8c0aced7ecb949eddc6ed92247ddabfa245,POINT (-73.915593 40.769581)
367,NYPD,"NYPD - 92-01 Northern Blvd, Queens",['Level 3 Fast Charger'],1,92-01 Northern Blvd,Flushing,11372,Queens,No,No,40.75656,-73.87593,403.0,21.0,351.0,4034862.0,4014220034.0,QN0301,urn:agentwin:city:ev-charging-station:c08839bf5c42d5a193e26becb5a5210cf9cbd2e7c4e3077f609604a097bff052,POINT (-73.87593 40.75656)
368,NYPD,"NYPD - 244-04 North Conduit Avenue, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",9,244-04 North Conduit Avenue,Queens,11422,Queens,No,No,40.666567,-73.733465,413.0,31.0,65401.0,4518258.0,4132650030.0,QN1307,urn:agentwin:city:ev-charging-station:e30cc7a693b402d12392daaf73f838ca55690cfd456e6426dece626eb2d3dab2,POINT (-73.733465 40.666567)
369,NYPD,"NYPD - 242-20 N Conduit Ave, Queens",['Level 2 Charger'],1,242-20 N Conduit Ave,Queens,11422,Queens,No,No,40.666572,-73.735563,413.0,31.0,65401.0,4620957.0,4132650030.0,QN1307,urn:agentwin:city:ev-charging-station:7831be1033f27cc6e0979f128a7ffbd3f624f887356f74efad4c9c0b18c2bf8e,POINT (-73.735563 40.666572)
370,NYPD,"NYPD - 970 Richmond Ave, Staten Island",['Level 2 Charger'],5,970 Richmond Ave,Staten Island,10314,Staten Island,No,No,40.623595,-74.149133,501.0,49.0,30302.0,5165197.0,5017040001.0,SI0107,urn:agentwin:city:ev-charging-station:d5896806b482d2dc59c7d34a16627255262c928d29e96c2ba4dfb240b4a44295,POINT (-74.149133 40.623595)
371,NYPD,"NYPD - 116 Main St, Staten Island",['Level 2 Charger'],1,116 Main St,Staten Island,10307,Staten Island,No,No,40.512,-74.249725,503.0,51.0,248.0,5088926.0,5080280056.0,SI0305,urn:agentwin:city:ev-charging-station:9a9cce3849a86607f9d3027cc42c40480cbabcc7f8658565a8228b3f8e57918b,POINT (-74.249725 40.512)
372,NYPD,"NYPD - 167 E 51st St, Manhattan",['Level 2 Charger'],1,167 E 51st St,New York,10022,Manhattan,No,No,40.756812,-73.971142,106.0,4.0,100.0,1036462.0,1013060033.0,MN0604,urn:agentwin:city:ev-charging-station:ca92aa4ecd85ea360a061ce9f131d1a2a31af39754cc17d85b6266703ff02e27,POINT (-73.971142 40.756812)
373,NYPD,"NYPD - 844 3rd Ave, Manhattan",['Level 2 Charger'],1,844 3rd Ave,New York,10022,Manhattan,No,No,40.756738,-73.970117,106.0,4.0,100.0,1036462.0,1013060033.0,MN0604,urn:agentwin:city:ev-charging-station:ece17e6ee6bbe9ab843fc86a9a2b739df7302f2ffd5f50e8ccbbe395dbbabc5b,POINT (-73.970117 40.756738)
374,NYPD,"NYPD - 157 E 67th St, Manhattan",['Level 3 Fast Charger'],1,157 E 67th St,New York,10065,Manhattan,No,No,40.76696,-73.963856,108.0,4.0,120.0,1072190.0,1014020029.0,MN0802,urn:agentwin:city:ev-charging-station:e0f5509cafab6a5bf253cf9614ec4893aba0e1ed0541b38160108438e22752b4,POINT (-73.963856 40.76696)
375,NYPD,"NYPD - 120 E 119th St, Manhattan",['Level 2 Charger'],3,120 E 119th St,New York,10035,Manhattan,No,No,40.800892,-73.941025,111.0,9.0,182.0,1054360.0,1017670062.0,MN1102,urn:agentwin:city:ev-charging-station:99bb3c3ba04047995d860bf6ead22dd916f96ef1409bc198b819274cb4371871,POINT (-73.941025 40.800892)
376,NYPD,"NYPD - 451 W 151st St, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",4,451 W 151st St,New York,10031,Manhattan,No,No,40.828615,-73.943847,109.0,7.0,23501.0,1081826.0,1020660009.0,MN0903,urn:agentwin:city:ev-charging-station:4b368dc8ba7903d7a818ce5d10b8ba4ba1824c035960cbd5ac5beafa237aeb04,POINT (-73.943847 40.828615)
377,NYPD,"NYPD - 242 W 135th St, Manhattan",['Level 2 Charger'],1,242 W 135th St,New York,10030,Manhattan,No,No,40.815834,-73.944978,110.0,9.0,228.0,1075467.0,1019400048.0,MN1002,urn:agentwin:city:ev-charging-station:57c3b4e4d531f7fff732fd4cfe8dd5a2d32691642369567378b85ae5cafdbe7e,POINT (-73.944978 40.815834)
378,NYPD,"NYPD - 250 W 135th St, Manhattan",['Level 2 Charger'],1,250 W 135th St,New York,10030,Manhattan,No,No,40.815908,-73.945151,110.0,9.0,228.0,1075467.0,1019400048.0,MN1002,urn:agentwin:city:ev-charging-station:08051533e53dbc21115290c4e07a1600d18b38b720d9cd59e63d39592fef924e,POINT (-73.945151 40.815908)
379,NYPD,"NYPD - 2207 Amsterdam Ave, Manhattan",['Level 2 Charger'],2,2207 Amsterdam Ave,New York,10032,Manhattan,No,No,40.840712,-73.93564,112.0,10.0,249.0,1086200.0,1021120010.0,MN1201,urn:agentwin:city:ev-charging-station:8f8e4b44cab2a831c8dd3c1f7498eb347b5da446366d808e40962d60f520a810,POINT (-73.93564 40.840712)
380,NYPD,"NYPD - 4295 Broadway, Manhattan",['Level 2 Charger'],2,4295 Broadway,New York,10033,Manhattan,No,No,40.85126,-73.935186,112.0,10.0,271.0,1064415.0,1021800108.0,MN1202,urn:agentwin:city:ev-charging-station:57785c20ef358193e6a205c9c34902f0f05ecb46f74029ecc26a07bcfa69e02f,POINT (-73.935186 40.85126)
381,NYPD,"NYPD - 257 Alexander Ave, Bronx",['Level 2 Charger'],1,257 Alexander Ave,The Bronx,10454,Bronx,No,No,40.810347,-73.924941,201.0,8.0,39.0,2000700.0,2023140030.0,BX0101,urn:agentwin:city:ev-charging-station:e8f2d7e078204991712bab79546c67228d7551f521cb440cde5ac37a698b0b12,POINT (-73.924941 40.810347)
382,NYPD,"NYPD - 555 E 149th St, Bronx",['Level 2 Charger'],2,555 E 149th St,The Bronx,10455,Bronx,No,No,40.814502,-73.913629,201.0,17.0,71.0,,,BX0102,urn:agentwin:city:ev-charging-station:8ed7731bc650d89c069c6d700243b929d99ee7629c1639a1711495ebe752d3a6,POINT (-73.913629 40.814502)
383,NYPD,"NYPD - 1035 Longwood Avenue, Bronx","['Level 2 Charger', 'Level 3 Fast Charger']",4,1035 Longwood Avenue,The Bronx,10459,Bronx,No,No,40.816198,-73.896,202.0,17.0,89.0,2090437.0,2027320001.0,BX0201,urn:agentwin:city:ev-charging-station:12c937cf9d318a389c9de57e606910a3edeba510f08973469f3b3ccbb180c030,POINT (-73.896 40.816198)
384,NYPD,"NYPD - 1925 Bath Ave, Brooklyn",['Level 2 Charger'],1,1925 Bath Ave,Brooklyn,11214,Brooklyn,No,No,40.602329,-74.00318,311.0,38.0,282.0,3167815.0,3064060045.0,BK1102,urn:agentwin:city:ev-charging-station:12bfae40897d7f236a0855bd6ff43c027ebf667d6aa14e987662211f68d52c39,POINT (-74.00318 40.602329)
385,NYPD,"NYPD - 5822 16th Ave, Brooklyn",['Level 2 Charger'],1,5822 16th Ave,Brooklyn,11204,Brooklyn,No,No,40.625843,-73.990929,312.0,44.0,242.0,3131362.0,3055020043.0,BK1202,urn:agentwin:city:ev-charging-station:8a664a5c35bac8f5a07c0a1c60e6c1d2a42ed4307321e39a46c6b81c8150313e,POINT (-73.990929 40.625843)
386,NYPD,"NYPD - 2900 Snyder Ave, Brooklyn",['Level 2 Charger'],1,2900 Snyder Ave,Brooklyn,11226,Brooklyn,No,No,40.648867,-73.950471,317.0,40.0,824.0,3117400.0,3051110024.0,BK1701,urn:agentwin:city:ev-charging-station:d2d644e026198a422141c82ef696e2aaf01a48c775cf854957822ccbbdc11fcb,POINT (-73.950471 40.648867)
387,NYPD,"NYPD - 333 65th St, Brooklyn",['Level 2 Charger'],2,333 65th St,Brooklyn,11220,Brooklyn,No,No,40.638827,-74.022721,310.0,47.0,70.0,3144156.0,3058170055.0,BK1001,urn:agentwin:city:ev-charging-station:27ca22261ba65b98516389fdb61f794e34fa2d1c87d207bc61133ef75991cc32,POINT (-74.022721 40.638827)
388,NYPD,"NYPD - 9720 Foster Ave, Brooklyn",['Level 2 Charger'],2,9720 Foster Ave,Brooklyn,11236,Brooklyn,No,No,40.648606,-73.905256,318.0,42.0,1098.0,3229075.0,3081470026.0,BK0503,urn:agentwin:city:ev-charging-station:a0335795d22ef34bdabca440123d6cb3990407219e31cdaec9d3ad96a1a53a58,POINT (-73.905256 40.648606)
389,NYPD,"NYPD - 421 Empire Boulevard, Brooklyn","['Level 2 Charger', 'Level 3 Fast Charger']",4,421 Empire Boulevard,Brooklyn,11225,Brooklyn,No,No,40.664113,-73.947763,309.0,35.0,331.0,3034563.0,3013100001.0,BK0901,urn:agentwin:city:ev-charging-station:a3588a501285c3f61bf158015bbe42610376928034fe55cc40c8b28e885b6254,POINT (-73.947763 40.664113)
390,NYPD,"NYPD - 830 4 Ave, Brooklyn","['Level 2 Charger', 'Level 3 Fast Charger']",4,830 4 Ave,Sunset Park,11232,Brooklyn,No,No,40.65815,-74.00044,307.0,38.0,101.0,3009843.0,3006680029.0,BK0702,urn:agentwin:city:ev-charging-station:2ca631951c4df3ba133a3b7ab6bc1cd5eea624ef34bee743cc166a8b9e4dc406,POINT (-74.00044 40.65815)
391,NYPD,"NYPD - 1470 East New York Avenue, Brooklyn",['Level 3 Fast Charger'],4,1470 East New York Avenue,Brooklyn,11212,Brooklyn,No,No,40.671122,-73.913501,316.0,41.0,924.0,3080735.0,3034970002.0,BK1602,urn:agentwin:city:ev-charging-station:b5671dd4777e9de3f8f0c35088bc3512e06493ad4a943af6faa5d1b7acddd20e,POINT (-73.913501 40.671122)
392,NYPD,"NYPD - 25 Pitt St, Manhattan",['Level 3 Fast Charger'],1,25 Pitt St,New York,10002,Manhattan,No,No,40.716401,-73.983493,103.0,1.0,12.0,1004078.0,1003420060.0,MN0302,urn:agentwin:city:ev-charging-station:d83d34e737fb110eff834c3914d0deba385fdb4b44cc0d2cd5923b64b45b7d37,POINT (-73.983493 40.716401)
393,NYPD,"NYPD - 30 Ralph Ave, Brooklyn",['Level 2 Charger'],2,30 Ralph Ave,Brooklyn,11221,Brooklyn,No,No,40.689456,-73.924024,303.0,41.0,387.0,3044596.0,3016330039.0,BK0302,urn:agentwin:city:ev-charging-station:aeb4c7aced885d977ce195ad24d30f1bebb1fcbf77fa1d7138af27d73cac301c,POINT (-73.924024 40.689456)
394,NYPD,"NYPD - 480 Knickerbocker Ave, Brooklyn",['Level 2 Charger'],1,480 Knickerbocker Ave,Brooklyn,11237,Brooklyn,No,No,40.698466,-73.917768,304.0,37.0,433.0,3326387.0,3033070022.0,BK0402,urn:agentwin:city:ev-charging-station:2243bc1414d597815cb45dbf685c335eebf92998e496bb8692c38aba34b3bd11,POINT (-73.917768 40.698466)
395,NYPD,"NYPD - 487 Broadway, Brooklyn",['Level 2 Charger'],1,487 Broadway,Brooklyn,11211,Brooklyn,No,No,40.7063,-73.951781,301.0,34.0,527.0,3063633.0,3024650100.0,BK0102,urn:agentwin:city:ev-charging-station:84629fa480842ba4389875276c5adce2c5e8e36b84e9be6595ff08cb4a78871f,POINT (-73.951781 40.7063)
396,NYPD,"NYPD - 500 Abbot Street, Bronx",['Level 2 Charger'],3,500 Abbot Street,The Bronx,10470,Bronx,No,No,40.908297,-73.853698,212.0,11.0,414.0,2071627.0,2051010012.0,BX1203,urn:agentwin:city:ev-charging-station:2cf34ad84508dcee1df3a7db4066a433e11092620a5ef068f5b014918c3e493f,POINT (-73.853698 40.908297)
397,NYPD,"NYPD - 92-33 168th St, Queens",['Level 2 Charger'],2,92-33 168th St,Queens,11433,Queens,No,No,40.705661,-73.79211,412.0,27.0,444.0,4617186.0,4102097501.0,QN1201,urn:agentwin:city:ev-charging-station:c551d47d98383a2f161b1345dab422eef6c691ee9a5df324e42aeeb8d27feade,POINT (-73.79211 40.705661)
398,NYPD,"NYPD - 59-06 Laurel Hill Blvd, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",10,59-06 Laurel Hill Blvd,Queens,11377,Queens,No,No,40.736834,-73.906426,402.0,26.0,243.0,4054168.0,4023440030.0,QN0203,urn:agentwin:city:ev-charging-station:468d0eddcf25ed06be069d3212ac0b8c447e50a0244464ba900b33f13b74b156,POINT (-73.906426 40.736834)
399,NYPD,"NYPD - 235 E 20Th St, Manhattan",['Level 3 Fast Charger'],2,235 E 20Th St,New York,10003,Manhattan,No,No,40.736468,-73.983311,106.0,2.0,64.0,1019613.0,1009010006.0,MN0602,urn:agentwin:city:ev-charging-station:3d9d12fb3a1cfa3b3ec7d7fdf4344c210371a065609b0e2fb12dd66c6be86296,POINT (-73.983311 40.736468)
400,NYPD,"NYPD - 31-40 College Point Blvd, Queens",['Level 2 Charger'],1,31-40 College Point Blvd,Flushing,11354,Queens,No,No,40.76822,-73.840605,407.0,19.0,907.0,4596067.0,4043840010.0,QN0701,urn:agentwin:city:ev-charging-station:f35322368e20b2430035d592ce1af3c9e290c7113806d83ea73c5f6441eda555,POINT (-73.840605 40.76822)
401,NYPD,"NYPD - 31-22 College Point Blvd, Queens",['Level 2 Charger'],3,31-22 College Point Blvd,Flushing,11354,Queens,No,No,40.768682,-73.841095,407.0,19.0,907.0,4605716.0,4043820001.0,QN0701,urn:agentwin:city:ev-charging-station:641baf2d1be8f5b335ec74a4eb9e5c28393b147b65a30f89ad8599d2e5ca25c8,POINT (-73.841095 40.768682)
402,NYPD,"NYPD - 53-15 58Th St, Queens",['Level 3 Fast Charger'],2,53-15 58Th St,Flushing,11377,Queens,No,No,40.733733,-73.91054,402.0,26.0,243.0,4054276.0,4023610150.0,QN0203,urn:agentwin:city:ev-charging-station:1b318c91fde01b674572709e8744b56872edc0cb504f4ed78483defc259a88b5,POINT (-73.91054 40.733733)
403,NYPD,"NYPD - 3260 Flatbush Ave, Brooklyn",['EV Solar Arc Charger'],2,3260 Flatbush Ave,Brooklyn,11234,Brooklyn,No,No,40.588627,-73.899217,356.0,46.0,666.0,3397749.0,3085900700.0,BK1891,urn:agentwin:city:ev-charging-station:23fa9869f82cfc289b49fece52edff4ddd737faa8ba1c53e9deab796d5eb1d0f,POINT (-73.899217 40.588627)
404,NYPD,"NYPD - 3159 Flatbush Ave, Brooklyn",['EV Solar Arc Charger'],1,3159 Flatbush Ave,Brooklyn,11234,Brooklyn,No,No,40.589157,-73.899781,356.0,46.0,70202.0,3397777.0,3085910075.0,BK5691,urn:agentwin:city:ev-charging-station:bd6b6b49838f0b5f4c33ba9825ccbe7013edc32595da6761dba14d7aa0318061,POINT (-73.899781 40.589157)
405,NYPD,"NYPD - 150-14 Jamaica Avenue, Queens",['Level 3 Fast Charger'],2,150-14 Jamaica Avenue,Queens,11432,Queens,No,No,40.702193,-73.804192,412.0,27.0,240.0,4215603.0,4100920006.0,QN1201,urn:agentwin:city:ev-charging-station:3eb79edbe9dde5beec4d9b5dec189c8d4e2788a46aac3ff9d6153d574ce5b9a9,POINT (-73.804192 40.702193)
406,NYPD,"NYPD - 2900 Flatbush Ave, Brooklyn",['Level 2 Charger'],4,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,No,No,40.600248,-73.912051,318.0,46.0,666.0,3397327.0,3085900600.0,BK1891,urn:agentwin:city:ev-charging-station:e8b25e9374237be11a01d6e0c3e3e8d06678f5aaa6cfe07c457a82813ba24438,POINT (-73.912051 40.600248)
407,NYPD,"NYPD - 306 W 54th St, Manhattan",['Level 2 Charger'],2,306 W 54th St,New York,10019,Manhattan,No,No,40.765016,-73.984835,104.0,3.0,133.0,1082822.0,1010440038.0,MN0402,urn:agentwin:city:ev-charging-station:e01cfbb3ced8b1a8902d19ee9c7450c05df9353f8587a9d2f486ac85f0774304,POINT (-73.984835 40.765016)
408,NYPD,"NYPD - 357 W 35th St, Manhattan",['Level 2 Charger'],2,357 W 35th St,New York,10001,Manhattan,No,No,40.753599,-73.994712,104.0,3.0,111.0,1013564.0,1007590008.0,MN0401,urn:agentwin:city:ev-charging-station:5c85a90a90201a26914d49c81b12236a474030a6bea98abaf7d2af1ec2157f76,POINT (-73.994712 40.753599)
409,NYPD,"NYPD - 37-05 Union St, Queens",['Level 2 Charger'],2,37-05 Union St,Queens,11354,Queens,No,No,40.762286,-73.827436,407.0,20.0,865.0,4113348.0,4050110006.0,QN0707,urn:agentwin:city:ev-charging-station:11cff3a6a01bd3fab1a1868c467d994705a9e6b7c4b6e325400e3da4d6934f97,POINT (-73.827436 40.762286)
410,NYPD,"NYPD - 2877 Barkley Ave, Bronx",['Level 2 Charger'],1,2877 Barkley Ave,New York,10465,Bronx,No,No,40.830714,-73.827125,210.0,13.0,166.0,2097742.0,2055310040.0,BX1002,urn:agentwin:city:ev-charging-station:979fcd789d5d0f34efa93ba8c249180bedf72ddf27debd178f88a2ead963e373,POINT (-73.827125 40.830714)
411,NYPD,"NYPD - 4111 Laconia Ave, Bronx",['Level 2 Charger'],6,4111 Laconia Ave,New York,10466,Bronx,No,No,40.887306,-73.84727,212.0,12.0,424.0,2065163.0,2048760001.0,BX1203,urn:agentwin:city:ev-charging-station:49bfea2a94dea004a67a4e7b57d01cc87f159782d3b202652310870e5df57a3a,POINT (-73.84727 40.887306)
412,NYPD,"NYPD - 2860 W 23Rd St, Brooklyn",['Level 3 Fast Charger'],1,2860 W 23Rd St,Coney Island,11224,Brooklyn,No,No,40.576884,-73.990241,313.0,47.0,326.0,3397616.0,3070150040.0,BK1302,urn:agentwin:city:ev-charging-station:8e463bb271b4cc11ce560b6f6d546db35428698166fc42e892574c742d29b3eb,POINT (-73.990241 40.576884)
413,NYPD,"NYPD - 25 Central Ave, Brooklyn",['Level 3 Fast Charger'],2,25 Central Ave,Bushwick,11206,Brooklyn,No,No,40.70226,-73.932478,304.0,34.0,425.0,3392857.0,3031480001.0,BK0401,urn:agentwin:city:ev-charging-station:fb650a0087a5a55799448ce9833bbcf52f36298f635144d14099946795d66781,POINT (-73.932478 40.70226)
414,NYPD,"NYPD - 130 Loisaida Ave, Manhattan",['Level 2 Charger'],3,130 Loisaida Ave,New York,10009,Manhattan,No,No,40.724887,-73.978259,103.0,2.0,2602.0,1075834.0,1003780001.0,MN0303,urn:agentwin:city:ev-charging-station:78e52dd7cd9bbfce8b3831675668634ac7915e1d752df04671dfdc64052a8cfe,POINT (-73.978259 40.724887)
415,NYPD,"NYPD - 136 Loisaida Ave, Manhattan",['Level 2 Charger'],1,136 Loisaida Ave,New York,10009,Manhattan,No,No,40.725041,-73.978148,103.0,2.0,2602.0,1084875.0,1003780004.0,MN0303,urn:agentwin:city:ev-charging-station:d967bd19463f6fe7bb4321b4ef04e894a281e48a3b287f1a92e635ffe437a0e5,POINT (-73.978148 40.725041)
416,NYPD,"NYPD - 126 Loisaida Ave, Manhattan",['Level 2 Charger'],2,126 Loisaida Ave,New York,10009,Manhattan,No,No,40.724783,-73.978335,103.0,2.0,2602.0,1075834.0,1003780001.0,MN0303,urn:agentwin:city:ev-charging-station:fada2593e4ebfa9dc0f6f516d1245360af8d8d8b7b3fb30836a5ef4a48e67c20,POINT (-73.978335 40.724783)
417,NYPD,"NYPD - 221 E 123rd St, Manhattan",['Level 2 Charger'],2,221 E 123rd St,New York,10035,Manhattan,No,No,40.802127,-73.936108,111.0,8.0,194.0,1087233.0,1017880009.0,MN1102,urn:agentwin:city:ev-charging-station:2dec9714527d603d024e8af3019f99f8616c3161a9d6854ee48389ed6bad0f25,POINT (-73.936108 40.802127)
418,NYPD,"NYPD - 737 Melrose Ave, Bronx",['Level 2 Charger'],2,737 Melrose Ave,The Bronx,10451,Bronx,No,No,40.820729,-73.915665,201.0,17.0,69.0,2101214.0,2024020017.0,BX0102,urn:agentwin:city:ev-charging-station:5fa508eb234e60d9b8760d038c1e6825a25322d21992b1cb13c3be7a49784eae,POINT (-73.915665 40.820729)
419,NYPD,"NYPD - Rodmans Neck, Bronx",['Level 3 Fast Charger'],2,Rodmans Neck,Bronx,10464,Bronx,No,No,40.855351,-73.801579,228.0,13.0,504.0,2000000.0,2056500001.0,BX2891,urn:agentwin:city:ev-charging-station:f4830c62995e4a072f5d0a5795fbda11300610318de671aef19666ce882cfb99,POINT (-73.801579 40.855351)
420,NYPD,"NYPD - 174-20 N Boundary Rd, Queens",['Level 2 Charger'],6,174-20 N Boundary Rd,Queens,11430,Queens,No,No,40.657122,-73.771566,413.0,31.0,716.0,4607238.0,4142600001.0,QN8381,urn:agentwin:city:ev-charging-station:1d8c6c82eff79be6e22f23bcfceea8cc256b5ca562be75ce1e56578560078eb0,POINT (-73.771566 40.657122)
421,NYPD,"NYPD - 521 W 57th St, Manhattan",['Level 3 Fast Charger'],1,521 W 57th St,New York,10019,Manhattan,No,No,40.76948,-73.989397,104.0,6.0,13502.0,1027074.0,1010867501.0,MN0402,urn:agentwin:city:ev-charging-station:8a087a104d7de60edf97a68d009cfb242ced3bb54125017de69e5911b37b0b25,POINT (-73.989397 40.76948)
422,NYPD,"NYPD - 1278 Sedgwick Ave, Bronx",['Level 2 Charger'],1,1278 Sedgwick Ave,The Bronx,10452,Bronx,No,No,40.840261,-73.928514,204.0,16.0,201.0,2003522.0,2025300021.0,BX0402,urn:agentwin:city:ev-charging-station:76e9951002b9072ebf46825be9157207e95151798168ecd6a59a5d6ca6c30b73,POINT (-73.928514 40.840261)
423,NYPD,"NYPD - 188 West 230th Street, Bronx",['Level 3 Fast Charger'],2,188 West 230th Street,The Bronx,10463,Bronx,No,No,40.876963,-73.905802,208.0,14.0,283.0,2016115.0,2032640104.0,BX0802,urn:agentwin:city:ev-charging-station:f5af78b9da614688b9ca02f55bbe30eebecb12d69db57c3e9f59c4ade569822a,POINT (-73.905802 40.876963)
424,NYPD,"NYPD - 460 Morris Park Avenue, Bronx",['Level 3 Fast Charger'],2,460 Morris Park Avenue,The Bronx,10460,Bronx,No,No,40.841527,-73.87232,211.0,13.0,240.0,2119365.0,2040150001.0,BX1101,urn:agentwin:city:ev-charging-station:f1f5c160947cab08ff6b4ac3cb6e22e25c88b8ced62bda8e1141f693f0c26655,POINT (-73.87232 40.841527)
425,NYPD,"NYPD - 80 John Street, Manhattan",['Level 3 Fast Charger'],2,80 John Street,New York,10038,Manhattan,No,No,40.708445,-74.006886,101.0,1.0,1502.0,1001115.0,1000687501.0,MN0101,urn:agentwin:city:ev-charging-station:69ff49ebcd71e07ae3e8878bf2eac8e01677e2f63bb850d16a17adfd177cec37,POINT (-74.006886 40.708445)
426,NYPD,"NYPD - 92-08 222Nd St, Queens",['Level 2 Charger'],2,92-08 222Nd St,Queens Village,11428,Queens,No,No,40.726329,-73.734788,413.0,23.0,560.0,4230132.0,4107370001.0,QN1303,urn:agentwin:city:ev-charging-station:a08820395e6bf2de7f786dc596addf941ef89a57a4a2ec8e278eb5ffe0f6b145,POINT (-73.734788 40.726329)
427,NYPD,"NYPD - 2320 Hylan Blvd, Staten Island",['Level 2 Charger'],3,2320 Hylan Blvd,New Dorp,10306,Staten Island,No,No,40.5743,-74.105888,502.0,50.0,11203.0,5107580.0,5039060001.0,SI0202,urn:agentwin:city:ev-charging-station:25618cf923d237ef040b7f8f6f12f6c39813f336c6d77305cc6a4128ee89a2e1,POINT (-74.105888 40.5743)
428,NYPD,"NYPD - 1264 River Ave, Bronx",['Level 2 Charger'],2,1264 River Ave,Concourse,10452,Bronx,No,No,40.837181,-73.920451,204.0,16.0,197.0,2003017.0,2024890077.0,BX0401,urn:agentwin:city:ev-charging-station:c99eb09053d449f5226f555d12a64e6c346ed4c697e832b0388e5c7dfda7fdd6,POINT (-73.920451 40.837181)
429,NYPD,"NYPD - 2121 Eastchestr Rd, Bronx",['Level 2 Charger'],2,2121 Eastchestr Rd,East Bronx,10461,Bronx,No,No,40.856047,-73.843944,211.0,13.0,296.0,2097543.0,2042050001.0,BX1102,urn:agentwin:city:ev-charging-station:7e95589cbbe0490aa0270e894b82aaf67c1354786eec297d9088cd147bbfbd3d,POINT (-73.843944 40.856047)
