,agency,station_name,charger_types,no_of_ports,street,city,postcode,borough,public_charger_,fee_for_city_drivers,latitude,longitude,community_district,council_district,census_tract,bin,bbl,nta,station_id,geometry
139,DOT,"DOT - 448 Hamilton Ave, Brooklyn",['Level 2 Charger'],2,448 Hamilton Ave,Brooklyn,11232,Brooklyn,No,No,40.670361,-73.997693,307.0,38.0,1801.0,3336712.0,3006250002.0,BK0702,urn:agentwin:city:ev-charging-station:b471318d3f5a3ece53344e2b4892ecf2539bbbd3dccda290b915c3155480f813,POINT (-73.997693 40.670361)
140,DOT,"DOT - 140 58th St, Brooklyn",['Level 2 Charger'],3,140 58th St,Brooklyn,11220,Brooklyn,No,No,40.645338,-74.022864,307.0,38.0,1804.0,3414976.0,3057780001.0,BK0702,urn:agentwin:city:ev-charging-station:3de117ae8984657bb3ab22c1515b20ad27a3e2642515b8760abc9b0b65d9ca59,POINT (-74.022864 40.645338)
141,DOT,"DOT - 25 14th Street, Brooklyn",['Level 3 Fast Charger'],2,25 14th Street,Brooklyn,11215,Brooklyn,No,No,40.67012,-73.996939,306.0,38.0,11902.0,3023308.0,3010310001.0,BK0601,urn:agentwin:city:ev-charging-station:94b2c636a35a9c84f24d42c5f68a6103a4ea947e4712452dde2650d09f14fe06,POINT (-73.996939 40.67012)
142,DOT,"DOT - 3200 Conner St, Bronx",['Level 3 Fast Charger'],1,3200 Conner St,East Bronx,10475,Bronx,No,No,40.880471,-73.821784,210.0,12.0,46203.0,2118086.0,2052560195.0,BX1004,urn:agentwin:city:ev-charging-station:ea6617c26a3ef220f1db5b84f1a43522d01b4a9441a9c449dfb7a09f24184236,POINT (-73.821784 40.880471)
143,DOT,"DOT - 166 Columbia St, Brooklyn",['Level 2 Charger'],1,166 Columbia St,Brooklyn,11231,Brooklyn,No,No,40.686448,-74.002026,306.0,39.0,47.0,3000000.0,3003180028.0,BK0601,urn:agentwin:city:ev-charging-station:c5aa132cddb1a8965039a57269c67a93d93bfe0cc103f95157c3072f365b8ae4,POINT (-74.002026 40.686448)
144,DOT,"DOT - 184 Columbia St, Brooklyn",['Level 2 Charger'],1,184 Columbia St,Brooklyn,11231,Brooklyn,No,No,40.686039,-74.002221,306.0,39.0,47.0,3000000.0,3003180037.0,BK0601,urn:agentwin:city:ev-charging-station:54ddf2417439324fda6c1cac9b15326710dcf0ef306bac83e91805c64b5fd96c,POINT (-74.002221 40.686039)
145,DOT,"DOT - 1 Bay St, Staten Island",['Level 3 Fast Charger'],6,1 Bay St,Staten Island,10306,Staten Island,No,No,40.643733,-74.072789,501.0,49.0,3.0,5141706.0,5000020001.0,SI0101,urn:agentwin:city:ev-charging-station:889ec46456754adce7d7bfbc64cae0fc5f3e65f37d7128b21eb8996154bfaa80,POINT (-74.072789 40.643733)
146,DOT,"DOT - 423 Abbott Rd, Queens",['Level 2 Charger'],2,423 Abbott Rd,Bayside,11359,Queens,No,No,40.79419,-73.77855,407.0,19.0,999.0,,,QN0761,urn:agentwin:city:ev-charging-station:0d903d9486ff2d2f0b87662d1df5178ff7c6e56dc31ff021c0d8d8cb82e9bc45,POINT (-73.77855 40.79419)
147,DOT,"DOT - 69-46 Sybilla St, Queens",['EV Solar Arc Charger'],2,69-46 Sybilla St,Queens,11375,Queens,No,No,40.709174,-73.854849,406.0,29.0,645.0,4095043.0,4038860558.0,QN0602,urn:agentwin:city:ev-charging-station:7c0cfa64c78821ced19144b7f0831ff339456010c6f3a1a4aaa0dfd88a31cbfe,POINT (-73.854849 40.709174)
148,DOT,"DOT - 32-1 Harper St, Queens","['EV Solar Arc Charger', 'Level 3 Fast Charger']",3,32-1 Harper St,Corona,11368,Queens,No,No,40.764388,-73.842368,407.0,21.0,38301.0,4045010.0,4017900001.0,QN0707,urn:agentwin:city:ev-charging-station:8385f064c87b7cce9561afa62b6a303653a70c446dfc8fde2312960946a905fa,POINT (-73.842368 40.764388)
149,DOT,"DOT - 372 Kent Ave, Brooklyn",['Level 2 Charger'],3,372 Kent Ave,Brooklyn,11249,Brooklyn,No,No,40.711965,-73.968027,301.0,33.0,549.0,3335960.0,3024530001.0,BK0102,urn:agentwin:city:ev-charging-station:2cfbc224a314c6b7c49b05728740ca2450f0295689763115350639541731e4d6,POINT (-73.968027 40.711965)
150,DOT,"DOT - 352 Kent Avenue, Brooklyn",['Level 2 Charger'],4,352 Kent Avenue,Brooklyn,11249,Brooklyn,No,No,40.712571,-73.967756,301.0,33.0,549.0,3335963.0,3024530001.0,BK0102,urn:agentwin:city:ev-charging-station:4a9c99a058c71cd7ae733f72e3e44650cc9eab1a7f8c37bdfe3587b9169b7354,POINT (-73.967756 40.712571)
151,DOT,"DOT - 299 South St, Manhattan","['EV Solar Arc Charger', 'Level 2 Charger']",5,299 South St,New York,10002,Manhattan,No,No,40.710508,-73.986196,103.0,1.0,201.0,1079600.0,1002410013.0,MN0301,urn:agentwin:city:ev-charging-station:7b71eb2001649944d6ae55922d570c200c15d55c9fdac475eb3206244ed57bcc,POINT (-73.986196 40.710508)
152,DOT,"DOT - 10 Richmond Terrace, Staten Island",['Level 2 Charger'],2,10 Richmond Terrace,Mid Island,10301,Staten Island,No,No,40.642367,-74.075274,501.0,49.0,3.0,5000063.0,5000070001.0,SI0101,urn:agentwin:city:ev-charging-station:7e92ba7369ba79b18363094aa4a4a613c7746f29cb8bf9777ffc38f1ff65a37c,POINT (-74.075274 40.642367)
153,DOT,"DOT - 5 Dubois Ave, Staten Island",['Level 2 Charger'],2,5 Dubois Ave,Staten Island,10310,Staten Island,No,No,40.631925,-74.129397,501.0,49.0,13302.0,5104536.0,5002150100.0,SI0106,urn:agentwin:city:ev-charging-station:23a634d4a88764792e6180a428c041878e4e0b9306e4d90ec788dee16df822b9,POINT (-74.129397 40.631925)
154,DOT,"DOT - 1893 Richmond Terrace, Staten Island","['Level 2 Charger', 'Level 3 Fast Charger']",3,1893 Richmond Terrace,Staten Island,10302,Staten Island,No,No,40.637309,-74.128114,501.0,49.0,20702.0,5005110.0,5001850501.0,SI0106,urn:agentwin:city:ev-charging-station:d4a5c54cbe37a1b8d3fcb8c617f26e5e6f452533aed759d0c3bfef95ba6ddb2e,POINT (-74.128114 40.637309)
155,DOT,"DOT - 99-2703 Richmond Terrace, Staten Island",['Level 2 Charger'],2,99-2703 Richmond Terrace,Staten Island,10303,Staten Island,No,No,40.644935,-74.077204,501.0,49.0,7.0,,,SI0101,urn:agentwin:city:ev-charging-station:b0218ea32c0a6075688fbd3cccf8442da14f4cd545d55d906b6fea3ef02b5ab7,POINT (-74.077204 40.644935)
156,DOT,"DOT - 6626 Metropolitan Ave, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",10,6626 Metropolitan Ave,Queens,11379,Queens,No,No,40.712377,-73.892143,405.0,30.0,61301.0,4443103.0,4036050001.0,QN0502,urn:agentwin:city:ev-charging-station:bea21d67e98f6f4e5542a6157fb628cc0bbfc701bd82d424ff63f7582f3f2be0,POINT (-73.892143 40.712377)
157,DOT,"DOT - 30-30 Thomson Avenue, Queens",['Level 3 Fast Charger'],2,30-30 Thomson Avenue,Queens,11101,Queens,No,No,40.745042,-73.936191,402.0,26.0,17902.0,4003533.0,4002770001.0,QN0202,urn:agentwin:city:ev-charging-station:a9a7e33c9a1be00787935144620ede1da3cc8623eb4d333e30ef896d3d0007e6,POINT (-73.936191 40.745042)
158,DOT,"DOT - 2071 White Plains Road, Bronx","['DOT Municipal Level 2 Charger', 'DOT Municipal Level 3 Charger']",8,2071 White Plains Road,White Plains,10462,Bronx,Yes,$0.39 per kWh,40.8526,-73.867773,211.0,13.0,22401.0,2000000.0,2042860001.0,BX1101,urn:agentwin:city:ev-charging-station:d49b052046b9b511284c0db8e399cb58a2b09c2c7f0250fb7e3aa0e15aad567b,POINT (-73.867773 40.8526)
159,DOT,"DOT - 39 South Street, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",22,39 South Street,New York,10004,Manhattan,No,No,40.703167,-74.008028,101.0,1.0,9.0,1083346.0,1000327501.0,MN0101,urn:agentwin:city:ev-charging-station:b701445b03637d480e8ff0cc127711cc8487c6f46d5527492b39569d3334f420,POINT (-74.008028 40.703167)
160,DOT,"DOT - 34 Wave St, Staten Island",['Level 2 Charger'],2,34 Wave St,Staten Island,10304,Staten Island,No,No,40.629667,-74.076027,501.0,49.0,21.0,5013187.0,5004890048.0,SI0102,urn:agentwin:city:ev-charging-station:40abd475bd0c852883016fa32f8be66b247a344862e13cfa2f46f6a4a806f519,POINT (-74.076027 40.629667)
161,DOT,"DOT - 2144 Webster Ave, Bronx",['Level 3 Fast Charger'],2,2144 Webster Ave,Belmont,10457,Bronx,No,No,40.853544,-73.897301,206.0,15.0,379.0,2011136.0,2030300028.0,BX0502,urn:agentwin:city:ev-charging-station:e145c62b10fa26741d84c9d6c13d858e3086cf77f8fafc585866573e73c81a0f,POINT (-73.897301 40.853544)
162,DOT,"DOT - 1 South Street, Manhattan",['Level 2 Charger'],2,1 South Street,New York,10004,Manhattan,No,No,40.701283,-74.014578,101.0,1.0,319.0,1000004.0,1000030010.0,MN0191,urn:agentwin:city:ev-charging-station:5520d2218a1a23615cb283fb4d1ddb00271e74bdb5b00eeb3d7d0e19be06764b,POINT (-74.014578 40.701283)
163,DOT,"DOT - 1400 Williamsbridge Road, Bronx",['Level 2 Charger'],2,1400 Williamsbridge Road,The Bronx,10461,Bronx,No,No,40.842206,-73.844168,210.0,18.0,200.0,2044091.0,2040740001.0,BX1001,urn:agentwin:city:ev-charging-station:e96e53507e337aba0d8b09c290f22af66c70574e87cb20f02f1e9d892674e963,POINT (-73.844168 40.842206)
164,DOT,"DOT - 928 E 76Th St, Brooklyn",['EV Solar Arc Charger'],1,928 E 76Th St,Canarsie,11236,Brooklyn,No,No,40.633144,-73.91573,318.0,46.0,998.0,3325351.0,3080120400.0,BK1803,urn:agentwin:city:ev-charging-station:d4a560679806de288dd3a8ef8cfbe5539143047368194959136ac7d49cb7c6c1,POINT (-73.91573 40.633144)
165,DOT,"DOT - 6080 Flatlands Ave, Brooklyn",['Level 3 Fast Charger'],1,6080 Flatlands Ave,Canarsie,11236,Brooklyn,No,No,40.633452,-73.916446,318.0,46.0,998.0,3325350.0,3080120400.0,BK1803,urn:agentwin:city:ev-charging-station:1703cf59592fdb4dd1be7b949de65355787cae5a700182e8556837f74dc4ac55,POINT (-73.916446 40.633452)
166,DOT,"DOT - 58-50 57th Rd, Queens",['Level 2 Charger'],1,58-50 57th Rd,Maspeth,11378,Queens,No,No,40.722386,-73.910043,405.0,30.0,531.0,4059838.0,4026750015.0,QN0501,urn:agentwin:city:ev-charging-station:ad2e75b1b4c460d22287a0ffa06e1deac57b807bb750e2f5133c885313363772,POINT (-73.910043 40.722386)
167,DOT,"DOT - 57-50 57Th Rd, Queens",['Level 2 Charger'],2,57-50 57Th Rd,Maspeth,11378,Queens,No,No,40.722361,-73.912677,405.0,30.0,531.0,4567284.0,4026710001.0,QN0501,urn:agentwin:city:ev-charging-station:e487ab7da99f9946253fa01b936e359e7afa242e36ee1682df01ce9fbec88c1b,POINT (-73.912677 40.722361)
168,DOT,"DOT - 88-26 Pitkin Ave, Queens",['Level 2 Charger'],3,88-26 Pitkin Ave,Queens,11417,Queens,No,No,40.673779,-73.847565,410.0,32.0,58.0,4539787.0,4113680020.0,QN1002,urn:agentwin:city:ev-charging-station:737e89cb793e6a38e41ddf831d1d7bde36f41c80766f86793642b935d24e662c,POINT (-73.847565 40.673779)
169,DOT,"DOT - 34-2 Queens Blvd, Queens",['Level 2 Charger'],4,34-2 Queens Blvd,Queens,11101,Queens,No,No,40.744537,-73.930602,402.0,26.0,17902.0,4003435.0,4002460001.0,QN0202,urn:agentwin:city:ev-charging-station:9c8c35b143aedb4a42225e3f064734b29bcc22805021d2be0d3a53ca5d0240ad,POINT (-73.930602 40.744537)
170,DPR,"DPR - 13 East Rd, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",6,13 East Rd,Corona,11368,Queens,No,No,40.753928,-73.838823,481.0,21.0,38302.0,4439847.0,4020180001.0,QN8191,urn:agentwin:city:ev-charging-station:00131d7c35adb760764752227cb1c8fce48b5479059560a5f503e02840c44e9f,POINT (-73.838823 40.753928)
171,DPR,"DPR - 15 East Rd, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",12,15 East Rd,Corona,11368,Queens,No,No,40.754021,-73.838509,481.0,21.0,38302.0,4541447.0,4020180001.0,QN8191,urn:agentwin:city:ev-charging-station:fb13f1dc85b1813914d78c5049121753d037a4e07e9069a89d11f3bd21154c70,POINT (-73.838509 40.754021)
172,DPR,"DPR - 131-40 Fowler Ave, Queens",['Level 2 Charger'],6,131-40 Fowler Ave,Flushing,11355,Queens,No,No,40.751616,-73.834155,407.0,20.0,38302.0,4540092.0,4020180001.0,QN8191,urn:agentwin:city:ev-charging-station:9c179d1b19a129ff76af9b1b446ebdbb5f7016804ecf19b8978ef02e4d193ffd,POINT (-73.834155 40.751616)
173,DPR,"DPR - 850 E 138th St, Bronx","['Level 2 Charger', 'Level 3 Fast Charger']",6,850 E 138th St,Bronx,10454,Bronx,No,No,40.803141,-73.909049,201.0,8.0,1903.0,2086438.0,2025890031.0,BX0101,urn:agentwin:city:ev-charging-station:5caaa2136484345587d014a0ed5188ba73e7d6cd995e4dcb7ffeffebd97e62fc,POINT (-73.909049 40.803141)
174,DPR,"DPR - 118- 9 155th St, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",5,118- 9 155th St,Queens,11434,Queens,No,No,40.681158,-73.787784,412.0,28.0,28803.0,4265591.0,4122290001.0,QN1203,urn:agentwin:city:ev-charging-station:634a7324ffe230a5aa05d6cd914a4dfe38a9bd7e735b645e7dc2dab31c2354be,POINT (-73.787784 40.681158)
175,DPR,"DPR - 330 Bay 8th St, Brooklyn",['Level 2 Charger'],2,330 Bay 8th St,Brooklyn,11228,Brooklyn,No,No,40.605116,-74.017319,310.0,50.0,154.0,3402737.0,3064180001.0,BK1091,urn:agentwin:city:ev-charging-station:b4b4903b7f2a841be011e31184b056780916fcc3db5dba95e8709dad4f4f5e6d,POINT (-74.017319 40.605116)
176,DPR,"DPR - 48 West Drive, Brooklyn","['EV Solar Arc Charger', 'Level 2 Charger']",4,48 West Drive,Brooklyn,11215,Brooklyn,No,No,40.664987,-73.973384,355.0,39.0,177.0,3411717.0,3011170001.0,BK5591,urn:agentwin:city:ev-charging-station:bcea78cab040d6cc9718bb478c417b4e9e5cbe4059ee6e3d84891d52836f9048,POINT (-73.973384 40.664987)
177,DPR,"DPR - 46 West Dr, Brooklyn",['Level 2 Charger'],2,46 West Dr,Brooklyn,11215,Brooklyn,No,No,40.665253,-73.973164,355.0,39.0,177.0,3347254.0,3011170001.0,BK5591,urn:agentwin:city:ev-charging-station:c7f6a015a10103f6f1bc3b529431d4d5e2070ffb921b0da88f4f5020d24da356,POINT (-73.973164 40.665253)
178,DPR,"DPR - 50 West Dr, Brooklyn",['Level 2 Charger'],12,50 West Dr,Brooklyn,11215,Brooklyn,No,No,40.664701,-73.973557,355.0,39.0,177.0,3411716.0,3011170001.0,BK5591,urn:agentwin:city:ev-charging-station:22641f895b4ee156df8b2c972f7be95e9db3a4b2ec5115c1fe69582ebc750f32,POINT (-73.973557 40.664701)
179,DPR,"DPR - 195 Cadman Plaza West, Brooklyn",['Level 2 Charger'],4,195 Cadman Plaza West,Brooklyn,11201,Brooklyn,No,No,40.69883,-73.991377,302.0,33.0,13.0,3335882.0,3000580050.0,BK0202,urn:agentwin:city:ev-charging-station:a740871b8a62efef2f60ea1cf350092254826d478e1fd61aad1d0c3284244b35,POINT (-73.991377 40.69883)
180,DPR,"DPR - 1490 Sheridan Blvd., Bronx","['EV Solar Arc Charger', 'Level 2 Charger']",3,1490 Sheridan Blvd.,Bronx,10459,Bronx,No,No,40.833338,-73.883614,209.0,17.0,157.0,2128943.0,2030190100.0,BX0303,urn:agentwin:city:ev-charging-station:4f414cc44f0a0e019b469bc40cc513625a1cad4c4c07bffa57f1cbba06ce5cb5,POINT (-73.883614 40.833338)
181,DPR,"DPR - 313 Broome St, Manhattan",['Level 2 Charger'],2,313 Broome St,New York,10002,Manhattan,No,No,40.718875,-73.992735,103.0,1.0,18.0,1086508.0,1004180001.0,MN0302,urn:agentwin:city:ev-charging-station:d75581cdbbd020d32393ec580e05114fb405d024b04d7f8e3db57928d662bb2f,POINT (-73.992735 40.718875)
182,DPR,"DPR - 1521-1529 E 102Nd St, Brooklyn",['EV Solar Arc Charger'],1,1521-1529 E 102Nd St,Brooklyn,11236,Brooklyn,No,No,40.635668,-73.885339,318.0,46.0,103402.0,,,BK1893,urn:agentwin:city:ev-charging-station:a28520746528529d0a5f5bcab7eb357e1a9667d57c46623d11aafaa330a827b2,POINT (-73.885339 40.635668)
183,DPR,"DPR - 1501 E 102nd St, Brooklyn",['EV Solar Arc Charger'],2,1501 E 102nd St,Brooklyn,11236,Brooklyn,No,No,40.636143,-73.885842,318.0,46.0,103402.0,,,BK1893,urn:agentwin:city:ev-charging-station:b77a9d6f109d397c90e66b3199d615fb765713f9d2aa0f3835730fe21e7915bb,POINT (-73.885842 40.636143)
184,DPR,"DPR - 58 Dwight St, Brooklyn",['Level 2 Charger'],2,58 Dwight St,Brooklyn,11231,Brooklyn,No,No,40.67671,-74.008238,306.0,38.0,85.0,3008423.0,3005320001.0,BK0601,urn:agentwin:city:ev-charging-station:df65fbb08416ab798698aba33a9ccc7da308a309ed3b34a3df7c72be4d720500,POINT (-74.008238 40.67671)
185,DPR,"DPR - Central Park Gothic BridgeWest Dr, Manhattan",['Level 2 Charger'],2,Central Park Gothic BridgeWest Dr,New York,10128,Manhattan,No,No,40.78237,-73.965238,164.0,6.0,143.0,1000000.0,1011110001.0,MN6491,urn:agentwin:city:ev-charging-station:a05f16492577dfdf7a2fd86270dd1b022d7685a8248058ebc4a8bec10fecf1b1,POINT (-73.965238 40.78237)
186,DPR,"DPR - 1700 Fulton Ave, Bronx",['Level 2 Charger'],2,1700 Fulton Ave,Bronx,10457,Bronx,No,No,40.841369,-73.897872,203.0,15.0,163.0,2114529.0,2029410001.0,BX0391,urn:agentwin:city:ev-charging-station:cd0e50b77f3de56dec9fffc17077051c465f9389798b6a1cea969f6e824ad04f,POINT (-73.897872 40.841369)
187,DPR,"DPR - 860 E 138th St, Bronx",['Level 2 Charger'],16,860 E 138th St,Bronx,10454,Bronx,No,No,40.803059,-73.908904,201.0,8.0,1903.0,,,BX0101,urn:agentwin:city:ev-charging-station:ccd27fbb11e5f0135435adf6a0b46ea7b9aa8e3c3ef42fa0db55085e536780a9,POINT (-73.908904 40.803059)
188,DPR,"DPR - 20 Randalls Island Park, Manhattan",['Level 2 Charger'],2,20 Randalls Island Park,New York,10035,Manhattan,No,No,40.796655,-73.923829,111.0,8.0,240.0,1000000.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:34fb9f7498e4cab622dd2931bf0c9d197cee0ec62b080fde65307b16d939d6af,POINT (-73.923829 40.796655)
189,DPR,"DPR - 80-11 Myrtle Avenue, Queens",['Level 2 Charger'],4,80-11 Myrtle Avenue,Glendale,11385,Queens,No,No,40.702998,-73.868023,405.0,32.0,635.0,4093558.0,4038310006.0,QN0503,urn:agentwin:city:ev-charging-station:661acdce9a9c386f2881641d1dd7176ac5dce65fdcd8f732a3fe0c111dd99b86,POINT (-73.868023 40.702998)
190,DPR,"DPR - 1121 86th St, Brooklyn",['EV Solar Arc Charger'],1,1121 86th St,Brooklyn,11228,Brooklyn,No,No,40.61634,-74.017675,310.0,50.0,166.0,3165530.0,3063370069.0,BK1002,urn:agentwin:city:ev-charging-station:f2c7eaa3d645dda084408ac2aa4a0473dcbddc10447cfb2b118da5bf867baa87,POINT (-74.017675 40.61634)
191,DPR,"DPR - 7801 57th Avenue, Queens",['Level 2 Charger'],2,7801 57th Avenue,Queens,11373,Queens,No,No,40.728781,-73.885114,404.0,30.0,499.0,4062887.0,4028050031.0,QN0401,urn:agentwin:city:ev-charging-station:84caf5d7e179bb17edcaeeec6ed51908b49a2787b27ffd1e4818300ae6c3c34a,POINT (-73.885114 40.728781)
192,DPR,"DPR - 82-92 88th Pl, Queens",['Level 2 Charger'],2,82-92 88th Pl,Queens,11385,Queens,No,No,40.701545,-73.858223,405.0,32.0,639.0,4094694.0,4038660036.0,QN0503,urn:agentwin:city:ev-charging-station:9471860b06a2cc4530f34cd8d0672a74842c326efbd7fe1b3f83dae5261752aa,POINT (-73.858223 40.701545)
193,DPR,"DPR - 1010 Queens Plaza South, Queens",['Level 2 Charger'],2,1010 Queens Plaza South,Queens,11101,Queens,No,No,40.753521,-73.947412,402.0,26.0,1903.0,4436827.0,4004600016.0,QN0201,urn:agentwin:city:ev-charging-station:20cd74d21d070f3f9cfe3d18e9923196aeeabfaad7aad1b3e0b8d9fc5437cff9,POINT (-73.947412 40.753521)
194,DPR,"DPR - 40 W 143rd St, Manhattan",['EV Solar Arc Charger'],1,40 W 143rd St,New York,10037,Manhattan,No,No,40.818365,-73.935359,110.0,9.0,214.0,1053944.0,1017400017.0,MN1002,urn:agentwin:city:ev-charging-station:f6617a606f23b3f40256e01e08200081067bd6b00db4c51f598590e2b3e2e86c,POINT (-73.935359 40.818365)
195,DPR,"DPR - 25-50 84th St, Queens",['Level 2 Charger'],2,25-50 84th St,Queens,11370,Queens,No,No,40.762959,-73.884827,403.0,22.0,329.0,4032142.0,4013570031.0,QN0302,urn:agentwin:city:ev-charging-station:72f147b5214adfbac6947d910f8438a82861b1799b73d231feda4ec356bc1ddd,POINT (-73.884827 40.762959)
196,DPR,"DPR - 181 East End Ave, Manhattan",['Level 2 Charger'],2,181 East End Ave,New York,10028,Manhattan,No,No,40.776309,-73.943758,108.0,5.0,14402.0,1085796.0,1015920001.0,MN0803,urn:agentwin:city:ev-charging-station:06a069be112329c253f91fbf8d3705481eb17d59e2f33c4d57f56074f35bd7ec,POINT (-73.943758 40.776309)
197,DPR,"DPR - 2301 Amsterdam Avenue, Manhattan",['Level 2 Charger'],2,2301 Amsterdam Avenue,New York,10033,Manhattan,No,No,40.843434,-73.934301,112.0,10.0,311.0,1085868.0,1021060001.0,MN1291,urn:agentwin:city:ev-charging-station:2d651673f14c11c3a1517c7c5a29268d763f07b585c057ba34cb7ac702f35fcd,POINT (-73.934301 40.843434)
198,DPR,"DPR - 10 Central Rd, Manhattan",['Level 3 Fast Charger'],3,10 Central Rd,New York,10035,Manhattan,NYC DC Fast Public Charging,No,40.792269,-73.923827,111.0,8.0,240.0,1085645.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:f86140f543319ac109ac59ef4b58eb0a27bab52af637a92cd9e164db94b5bfa9,POINT (-73.923827 40.792269)
199,DPR,"DPR - 62- 45 71st Street, Queens",['Level 2 Charger'],4,62- 45 71st Street,Queens,11379,Queens,No,No,40.718332,-73.884865,405.0,30.0,66302.0,4068180.0,4029600002.0,QN0504,urn:agentwin:city:ev-charging-station:49a2179e3644d5f1d2559186b7f2e5644ccfb0a7397ee99d8fed598511363e33,POINT (-73.884865 40.718332)
200,DPR,"DPR - 2529 Neptune Ave, Brooklyn",['Level 2 Charger'],2,2529 Neptune Ave,Brooklyn,11224,Brooklyn,No,No,40.578084,-73.992966,313.0,47.0,330.0,3188219.0,3069650100.0,BK1302,urn:agentwin:city:ev-charging-station:3ab5b0161fcdffe3911c893da38ec662ce53464fe4271b9e3cbda12a1977e034,POINT (-73.992966 40.578084)
201,DPR,"DPR - 160-2 Oak Avenue, Queens",['Level 2 Charger'],2,160-2 Oak Avenue,Queens,11365,Queens,No,No,40.7501,-73.807119,407.0,20.0,1211.0,4442398.0,4055090301.0,QN0791,urn:agentwin:city:ev-charging-station:0c089099323c2aec5f32343d68d6fe9ceaa6f07c271526c936cbd61fbb92cec8,POINT (-73.807119 40.7501)
202,DPR,"DPR - 3 W 124th St, Manhattan",['Level 2 Charger'],2,3 W 124th St,New York,10027,Manhattan,No,No,40.805856,-73.943,110.0,9.0,200.0,1053461.0,1017220033.0,MN1001,urn:agentwin:city:ev-charging-station:818ecdbb30abc106e3aa19e78d828392de28adfafaf0b21e735ca1defa9fc752,POINT (-73.943 40.805856)
203,DPR,"DPR - 3 Iroquois St., Staten Island","['EV Solar Arc Charger', 'Level 2 Charger']",2,3 Iroquois St.,Midland Beach,10305,Staten Island,No,No,40.574514,-74.085629,502.0,50.0,11201.0,5000000.0,5038590021.0,SI0202,urn:agentwin:city:ev-charging-station:6f69418d8855580f993ed7b9f23578e2dcbe1052bda3519c95dce15a3e24fbf2,POINT (-74.085629 40.574514)
204,DPR,"DPR - 5968 Maj Wm Deegan Blvd, Bronx",['EV Solar Arc Charger'],1,5968 Maj Wm Deegan Blvd,The Bronx,10451,Bronx,No,No,40.82064,-73.931104,204.0,8.0,6301.0,,,BX0401,urn:agentwin:city:ev-charging-station:e02a98bfc63331f98f358fc9596aa3d6302bd57c2b5e2a43ac08f7c5dbd6e75b,POINT (-73.931104 40.82064)
205,DPR,"DPR - 760 Oriental Blvd, Brooklyn",['Level 2 Charger'],2,760 Oriental Blvd,Brooklyn,11235,Brooklyn,No,No,40.577846,-73.944047,315.0,48.0,616.0,3347138.0,3087600485.0,BK1503,urn:agentwin:city:ev-charging-station:a4050c58ea9bb5d8393f2a1c74afdd25e8f43ac611768ae9046df8dca90bcc0f,POINT (-73.944047 40.577846)
206,DPR,"DPR - 54-8 43rd St, Queens",['Level 2 Charger'],2,54-8 43rd St,Queens,11378,Queens,No,No,40.731943,-73.924672,402.0,26.0,205.0,4000000.0,4025150022.0,QN0202,urn:agentwin:city:ev-charging-station:14faa2906fc3403d511d7d103010639884b8e8c8d059215fc50f10e6dfeb21eb,POINT (-73.924672 40.731943)
207,DPR,"DPR - 1 Forest Park Dr, Queens",['Level 3 Fast Charger'],2,1 Forest Park Dr,Queens,11421,Queens,No,No,40.696323,-73.866356,482.0,32.0,64102.0,4558619.0,4038660070.0,QN8291,urn:agentwin:city:ev-charging-station:ab80127817c51f53715ac9e08b033a0fbdd99bf1c61df213665ea4b180cc6361,POINT (-73.866356 40.696323)
208,DPR,"DPR - 12 Olmsted Dr, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",16,12 Olmsted Dr,Queens,11368,Queens,No,No,40.752161,-73.849609,481.0,21.0,38302.0,4619884.0,4020180500.0,QN8191,urn:agentwin:city:ev-charging-station:5f545aee5ef8438989fb43e99e68e8d9cf206dad7f2c25a6195637a56e3c22e9,POINT (-73.849609 40.752161)
209,DPR,"DPR - 80-30 Park Ln, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",6,80-30 Park Ln,Kew Gardens,11415,Queens,No,No,40.710954,-73.835147,482.0,29.0,773.0,4442874.0,4033122000.0,QN0901,urn:agentwin:city:ev-charging-station:f11f3626d885f330ec602377256c8979782069a5da2bae30cfc5bd1cf8a42ed6,POINT (-73.835147 40.710954)
210,DPR,"DPR - 1001 Queens Plaza S, Queens",['Level 2 Charger'],8,1001 Queens Plaza S,LIC,11101,Queens,No,No,40.753562,-73.947466,402.0,26.0,1903.0,4000000.0,4004650400.0,QN0201,urn:agentwin:city:ev-charging-station:45987fb9d3676f6f1f52eca43f8fcd270e444ddef35ce691b96c60ae625aacfb,POINT (-73.947466 40.753562)
211,DPR,"DPR - 1954-1962 Birchall Ave, Bronx",['Level 2 Charger'],4,1954-1962 Birchall Ave,New York,10462,Bronx,No,No,40.848615,-73.868576,211.0,13.0,220.0,2119362.0,2040110120.0,BX0601,urn:agentwin:city:ev-charging-station:c45e8ccfe06befd88e483891fdc46e42a060a2e1df6a934a624a99aa56fa7a40,POINT (-73.868576 40.848615)
